listing_id,current_locality,resolved_locality,building_name,raw_message_snippet,source,group_name,is_link_only
162244,Malad,Goregaon East,Malad East,"✨ *RD BROTHERS PROPERTIES LLP* ✨

🏠 *PROPERTY AVAILABLE FOR SALE*

 *1 BHK Tower 28, Malad East*
📐 Carpet Area: 436 Sq.ft.
💰 Price*: ₹1.10 Cr 
🚗 Parking*: 1
🔑 Possession*: Ready 

*2 BHK Tower 28, Mal",text_reference_match,LAXMI PROPERTIES (Western),False
162247,Andheri West,Khar West,,"**✅ Prime Commercial Spaces Available for Rent!**


### 1. **Vakola**  
- **2300 sqft** | 2nd Floor (No Lift)  
- **Rent: ₹4,00,000/-**  
Ideal for office, showroom or clinic.

### 2. **Sherly Rajan R",text_reference_match,SH - Khar-Bandra-Sant-Juhu Property,False
162258,,Juhu,,"*Lila Apartment* 
*Green park Society*
Yari Rd Gulmohar road

1BHK For Sale 
Carpet 525sqft
Higher Floor 
*Price 1.45* Cr

*Realty Adwise*
Akshay 9004444682",text_reference_match,Bandra Broker Group,False
162259,Andheri West,Khar West,,"**✅ Prime Commercial Spaces Available for Rent!**


### 1. **Vakola**  
- **2300 sqft** | 2nd Floor (No Lift)  
- **Rent: ₹4,00,000/-**  
Ideal for office, showroom or clinic.

### 2. **Sherly Rajan R",text_reference_match,SH - Khar-Bandra-Sant-Juhu Property,False
162267,,Bandra West,,"📍*Available Bandra West Brand new building for sale*😍📍✌

*Crescent* 3bhk 1342 sqft pali hill 📍price 12.12cr 

*Parishram* 4bhk - 2046 sqft carpet higher floor sea view pali hill price 31.32cr bandra w",text_reference_match,⚜️𝐁𝐀𝐍𝐃𝐑𝐀 𝐋𝐔𝐗𝐄,False
162282,Andheri West,Khar West,,"**✅ Prime Commercial Spaces Available for Rent!**


### 1. **Vakola**  
- **2300 sqft** | 2nd Floor (No Lift)  
- **Rent: ₹4,00,000/-**  
Ideal for office, showroom or clinic.

### 2. **Sherly Rajan R",text_reference_match,SH - Khar-Bandra-Sant-Juhu Property,False
162333,,Bandra West,Premium high-street location,"**Prime Commercial Shops Available for Rent in Bandra West & Andheri West!** 


### Available Properties:

**1. Linking Road, Bandra West**  
- 200 sqft  
- Rent: ₹3 Lakh  
- 1 Cr Paid-up Capital  
-",text_reference_match,SH - Khar-Bandra-Sant-Juhu Property,False
162357,,Juhu,Location Highlights,"_Applaud 38
🏡 2 BHK Available For Sale 

📍 Location: Near Oberoi Mall 

💰 Rent: 2 BHK 2.40cr — 2.60cr

Carpet Area 754 sqft 

📆 Possession: Immediate
🛠️ Furnishing:
- Modular Kitchen
- Basic Light Fit",text_reference_match,LAXMI PROPERTIES (Western),False
162379,Bandra West,Khar West,,"Urgent Requirement for 1and 2BHK Apt 
Semi/ Furnished Both 
Bandra West Khar West 
Budget 1lakh, Max 1.20k
ONE car parking and lift compulsory 
Hindu couples working profile 
Visit possible tomorrow m",text_reference_match,⚜️𝐁𝐀𝐍𝐃𝐑𝐀 𝐋𝐔𝐗𝐄,False
162381,Goregaon,Goregaon East,Asking Price: 9.5 cr,"🏡 AVAILABLE 3 BHK FOR SALE

📍 Exquisite, Oberoi Garden City, Goregaon East
🏢 C Wing | Above 35th Floor

🔹 Spacious 3 BHK
    1325 carpet 
🔹 Premium High-Floor Residence
🔹 Spectacular Open Views
🔹 Loca",text_reference_match,LAXMI PROPERTIES (Western),False
162407,,Bandra West,,"**Prime Showroom Spaces Available for Rent in Mumbai | High Footfall Locations**

### ✅ **Updated Listings:**

**1. Hill Road, Bandra**  
- 1700 sqft Showroom  
- Rent: **₹12 Lac**  
- Prime high-stre",text_reference_match,SH - Khar-Bandra-Sant-Juhu Property,False
162436,,Kandivali East,,"*🏠1RK RENT FLAT*
*🏨1RK ☀️ NG SUNCITY PHASE-1*
*⬇️Ground Floor Flat*
*🍱Kitchen Modular*
 *💰Rent- 21,000/-*
*💰Deposit- 70,000/-*
*🏪Clubhouse, 🏋️ Gym , 🏊‍♀️ swimming Pool, 🏏 Cricket  turf, 🛝 Turf playing",text_reference_match,Real Estate Giants (24×7),False
162438,Mira Road,Sion,,"For sale

Hospital in Mira road East 
Kanakia
Mumbai

Hospital Detail

13 BED ICU
13 BED MALE GENERAL WARD 
09 BED FEMALE GENERAL WARD
12 BED TWIN SHARING (6 ROOM)
04 BED SUITE ROOM 
02 BED DELUXE 

T",text_reference_match,Mumbai real estate group1,False
162476,Navi Mumbai,Vashi,,"*COMMERCIAL OFFICE FOR RENT*

Sector 17, Vashi
HIGHWAY VIEW
Area 2000 Sq Ft
Carpet Area 1325 Sq Ft
G + 7 ( Higher Floor )
Includes 1 Parking Space
Semi Furnished 
Deposit 6 Months Negotiable 
Rent 2.2",text_reference_match,Mumbai real estate group1,False
162493,Navi Mumbai,Vashi,,"*COMMERCIAL OFFICE FOR SALE*

Sector 30A, Vashi
CITY & HIGHWAY VIEW
Area 1390 Sq.Ft - Super Built Up
Carpet Area 700 Sq.Ft - Useable
Includes 1 Parking Space
Semi Furnished 
Estimated Rental 1,25,000₹",text_reference_match,Mumbai real estate group1,False
162504,Navi Mumbai,Vashi,,"*COMMERCIAL OFFICE FOR RENT*

Sector 30A, Vashi
SEA VIEW
Area 1780 Sq Ft
Carpet Area 1490 Sq Ft
G + 23 ( Higher Floor )
Includes 3 Parking Space
Fully Furnished 
Deposit 6 Months Negotiable 
Rent 4.50",text_reference_match,Mumbai real estate group1,False
162511,Navi Mumbai,Vashi,,"*COMMERCIAL OFFICE FOR SALE*

Sector 30A, Vashi
CITY & HIGHWAY VIEW
Area 1505 Sq.Ft - Super Built Up
Carpet Area 796 Sq.Ft - Useable
Includes 3 Parking Space
Bare Shell Property
Estimated Rental 1,50,",text_reference_match,Mumbai real estate group1,False
162541,,Bandra West,,"*Available Bandra West Brand new building*

*Crescent* 3bhk 1342 sqft pali hill price 12.12cr 

*Parishram* 4bhk - 2046 sqft carpet hiegher floor sea view pali hill price 31.32cr bandra west 

*New br",text_reference_match,Bandra Broker Group,False
162597,Santacruz West,Khar West,Zindagi* New Bldg,"Direct Outright Sale 2bhk 

*Summer Queen , 15th Road Bandra West , 832 Carpet @ Rs.65k psf*

*Manohar, opp.st.theresa school,Bandra West,890 Carpet @ Rs.70K psf*

*Nine Aces,18th Road Khar West, 718",text_reference_match,NB | BANDRA - JUHU | VILEPARLE DIRECT PROPERTIES,False
162774,Mahalaxmi,Lower Parel,,"For Lease 

1) Runwal Nirvana | 3BHK | 1325 crpt | 2 CP | Semi furnished | Rent: 200k to 220k Lakh | 2 options 

2) Monte South | Byculla | 3BHK | 1200 crpt approx. | S/F |  Rent: 2.75 Lakh nego.

3)S",text_reference_match,Real Estate Giants (24×7),False
162777,Andheri,Sion,Shivam Estate,"*RE DEVELOPMENT* 
 *PROPOSAL , ANDHERI* 
 BY. RUNWAL DEV.

Opp. Runwal Elegante.
● 2 Bhk. 750 sq.ft. Will get
   3 *Bhk. 1063 aq.ft* 
● Possession Time.
   48 to 52 Months. 
● Rent for 2 Bhk..
   Rs.",text_reference_match,GURUKIRPA REALTORS MUMBAI [24],False
162865,BKC,Bandra West,,"*Sole Available 3600 sqft carpet semi furnished / unfurnished off Linking Rent 14.5 Lac Santacruz West* 

*Available One bkc office space 1325 built-up 720 sqft carpet fully furnished with 2parking Re",text_reference_match,⚜️𝐁𝐀𝐍𝐃𝐑𝐀 𝐋𝐔𝐗𝐄,False
163012,,Vashi,Ready TO Move IN,"*RCF ROW HOUSE FOR SALE*

Sector 6, Vashi
Plot Area 104 sq mtr Approx
3 BHK + BALCONY + TERRACE 
FSI OF 2.50 Available 
G + 1 + Terrace
East West Facing 
1 Parking Inside 1 Parking Outside
Price 4.50",text_reference_match,Mumbai real estate group1,False
163056,Navi Mumbai,Vashi,,"*ROW HOUSE FOR SALE*

RH 2 ( INDIVIDUAL UNIT G + 1 )
Sector 6, Vashi
Plot Area 62 sq mtr + 17 sq mtr FSI
G + 1 + Open Terrace 
2 BHK 3 BATH + Terrace
Front Yard + Back Yard
East West Facing
Price 2.50",text_reference_match,Mumbai real estate group1,False
163072,,Vashi,Ready TO Move IN,"*RH 5 ROW HOUSE FOR SALE*

Sector 6, Vashi
Plot Area 100 sq mtr Approx
3 BHK + BALCONY + TERRACE 
FSI OF 2.50 Available 
G + 1 + Terrace
North Facing 
1 Parking Inside 1 Parking Outside
Price 5 Cr
*RE",text_reference_match,Mumbai real estate group1,False
163086,,Vashi,Fsi OF 2.50 IS Available,"*RH 1 ROW HOUSE FOR SALE*

RH 1 ( INDIVIDUAL UNIT G + 1 )
Sector , Vashi
Plot Area 60 sq mtr approx
G + 1 + Open Terrace 
2 BHK 2 BATH + Balcony + Terrace 
Front Yard + Back Yard
FSI OF 2.50 IS AVAILA",text_reference_match,Mumbai real estate group1,False
163121,,Andheri West,,"-----------------------------
*4 BHK LEASE* 
Andheri West And Juhu  
-----------------------

🏡 *RESIDENCY, LOKHANDWALA BACK ROAD* Duplex, 2 parkings, well done up flats with walk in wardrobes and bat",text_reference_match,LAXMI PROPERTIES (Western),False
163125,,Sion,,"🏡✨ *LEASE LISTING @ WORLD VIEW* ✨🏡

🏠 **4 BHK | Middle Floor**
🛋️ Semi Furnished
💰 *₹5.60 Lakhs* (Negotiable)
⚡ Immediate Possession

━━━━━━━━━━━━━━━

🏠 **4 BHK Converted to 3 BHK**
🛋️ Fully Furnished",text_reference_match,Real Estate Giants (24×7),False
163134,Bandra,Bandra West,,"✅ *AVAILABLE FOR SALE  @ TURNER ROAD, BANDRA-WEST*

*BRIGHT LAND*
*2BHK -(NEW BLDG -UNTOUCHED FLAT)*
*725 CARPET*
*HIGHER FLOOR*
*ONE CAR PARK*
*QUOTE : 5.50CR*
*BROKERAGE: SBS*

*FOR MORE DETAILS PLE",text_reference_match,Aikon properties n financers n Modicare products,False
163142,Khar,Sion,,"🏠2 BHK Available on Lease
 *With Wrapped around Balconies* 

Good Location

 *Building - Redstone Tuscany* 
Fully furnished apt
📍Near Khar Gym

 *Rent -- 285k* 💵💵
Slightly Negotiable

Carpet - 880sqft",text_reference_match,Bandra Broker Group,False
163161,,Thane West,,"*🔥URGENT REQUIRED FLAT FOR RENT🔥*

*1 BHK*
*FULLY FUNRISHED*
*BUDGET : 30k*
*(LOCATION : HIRANANDANI ESTATE OR LODHA AMARA)*
*FAMILY CLIENT*

*📞 9967714414*",text_reference_match,KING'S OF REALTY THANE (3),False
163180,,Santacruz West,,"*Very urgent Required Commercial Bungalow for two separate clients in Bandra Khar and Santacruz west*
- need 2000sqft to 3000 sqft carpet Bungalow for commercial
- Semi/ fully furnished Apts  
- 2 Car",text_reference_match,Only bandra Khar santaruz,False
163193,Navi Mumbai,Vashi,,"*RH 1 ROW HOUSE FOR RENT*

RH 1 ( INDIVIDUAL UNIT G + 1 )
Sector 8, Vashi
*MAIN ROAD FACING*
Plot Area 58 sq mtr approx
G + 1 
2 BHK 2 BATH 
Front Yard + Back Yard
South Facing
Deposit 4 Months
Rent 4",text_reference_match,Mumbai real estate group1,False
163245,Navi Mumbai,Vashi,,"*RH 1 ROW HOUSE FOR RENT*

RH 1 ( INDIVIDUAL UNIT G + 1 )
Sector 7, Vashi
Plot Area 60 sq mtr approx
G + 1 
2 BHK 2 BATH 
Front Yard + Back Yard
South Facing
Deposit 6 Months Negotiable 
Rent 45k Nego",text_reference_match,Mumbai real estate group1,False
163265,Juhu,Andheri West,JUHU GALLI* Old school well maintained,"*2&1/2,& 3 BHK LEASE* 
Andheri West And Juhu  
-----------------------

🏡 *SHATADAL, JUHU GALLI* Old school well maintained, paid parking ,fully furnished, possession Mid May (FF) *90K*

🏡 *Sunny Side",text_reference_match,LAXMI PROPERTIES (Western),False
163284,,Andheri West,,"🌈🌤️Indigo Rental🌈
1bhk  *Level The Residence* With balcony  furnish ( bachelor Allowed) 
Asking *58k* 

1bhk *Oshiwara Shantivan* Exclusive furnish 
Asking *55k*

2bhk *Skyline Heights* semi furnish G",text_reference_match,DEEPAK CHAUDHARI ☑️Andheri west only,False
163288,Bandra,Khar West,Bandra To khar West,"_Requirement for Office Space 

500sqft.
📍Bandra To khar West
Near Station

💴*Budget :- 150k to 175k*

Help me with your direct listings... 

📞Aarti 
+91 9920166522

*Lacasaa Real Estate*",text_reference_match,⚜️𝐁𝐀𝐍𝐃𝐑𝐀 𝐋𝐔𝐗𝐄,False
163329,,Andheri West,,"*2 BHK LEASE*
*Andheri West and Juhu*
----------------------

🏡*JAWAHARBEN , OPP AMBANI HOSPITAL 4 BUNGALOWS*
Empty, clean small balcony , families only, *70K* UF

🏡 *SUPREME 19, LOKHANDWALA* 675 Carp",text_reference_match,LAXMI PROPERTIES (Western),False
163360,,Vashi,Only Family Allowed,"*4 BHK SEMI FURNISHED FLAT FOR RENT*

Sector 29, Vashi
Built up Area 1700 sq ft
Carpet Area 1500 sq ft
2nd Floor With Lift
1 Parking Inside 1 Parking Outside
*ONLY FAMILY ALLOWED*
Deposit 4 Months 
Re",text_reference_match,Mumbai real estate group1,False
163380,,Vashi,,"*4 BHK FULLY FURNISHED FLAT FOR RENT*

Sector 17, Vashi
Built up Area 1700 sq ft
Carpet Area 1500 sq ft
4th Floor Without Lift
Without Parking 
*FAMILY & BACHELORS ALLOWED*
Deposit 4 Months 
Rent 1L",text_reference_match,Mumbai real estate group1,False
163485,Khar West,Bandra West,Ideal For Gym / Designers / High End Jewellery Store / Dance Studio / Pilates or Yoga Studio etc,"3848 Sqft Commercial Space with Signage 👈
Main Road Facing with Signage👈
With Good Frontage 👈
Prime Location
Off Linking Road, Khar West 

Rent : 18.50 Lakhs Negotiable 
Deposit : 6 Months 

*Note : N",text_reference_match,Juhu mangesh salian,False
163539,,Vashi,,"*2 BHK FULLY FURNISHED FLAT FOR RENT*

Sector 17, Vashi
Area 900 sq ft
Carpet Area 735 sq ft
G + 7 ( Lower Floor )
Parking Available Inside Society 
Fully Furnished 
Deposit 6 Months Negotiable 
Rent",text_reference_match,Mumbai real estate group1,False
163559,Khar,Khar West,khar,"*AVAILABLE 3 BHK FOR SALE*

📍Bandra 
Building Name :- Grace Residents 
Location:- Bandra 
Carpet Area:- 950 Sq.ft 
Floor:- call 
Car Parking:- 2 Car Park
💰Price:- ₹4.80 cr 

📍Santaruz 
Building:- Veen",text_reference_match,🏠ROYAL REALTORS 🏠 BANDRA 🏚️,False
163579,Navi Mumbai,Vashi,,"*1 BHK UNFURNISHED FLAT FOR RENT*

Sector 17, Vashi
Area 750 sq ft
Carpet Area 660 sq ft
G + 7 ( Lower Floor )
With Lift, With MGL
Modular Kitchen, Aquaguard & Geyser 
With Parking ( Charges 1k/month",text_reference_match,Mumbai real estate group1,False
163583,Andheri,Sion,Kersi Mehta,"👉🏿🏚️🪷*AVAILABLE - 2 bhk on ""Distress Sale"" at Andheri (W)* ✔️

*Address:* Silver Isle, Amboli, Andheri (West), Mumbai. 

*Details:* 2 bhk, 750 sq ft Carpet area, Well maintained building & flat, Newly",text_reference_match,Bandra Broker Group,False
163669,Borivali,Borivali West,Squarefeet-india,"🏢 Pre-Leased Bank for sale
📍 Borivali West

*Property Highlights*
- Carpet Area: 2433 Sq.Ft.
- 1st Floor Premises
- 6 Car Parks
- Excellent Visibility & Premium Commercial Address
- Leased to a Repute",text_reference_match,Commercial BKC/BANDRA Commercial,False
163758,Santacruz,Bandra West,,"*Available 3bhk apt for sale at Santacruz west*

Building name:- 
 *Palazzo Oppulence*
Large 3bhk plus servants toilet on midland 
1379 carpet 
2 car parks 
Santacruz off Linking road
Well maintained",text_reference_match,Bandra Broker Group,False
163759,,Bandra West,+ SRT,"*Avlb Spacious 3bhk Sea view Apartment for Sale at Bandstand Bandra west*

Building name :- 
 *La Pappillon
Location:-  Mount Mary,
Bandra west
Configuration:-
3 BHK + SRT
Carpet area:-
1600 sqft
View",text_reference_match,⚜️𝐁𝐀𝐍𝐃𝐑𝐀 𝐋𝐔𝐗𝐄,False
163762,,Churchgate,FINANCE,"FINANCE FINANCE
PRIVATE FINANCE
ALL OVER INDIA
NO I T RETURN
NO BANK STATEMENT
HOME
BUNGLOWS
SHOPS
OFFICES
GIVEN FINANCE TO BUILDERS ALSO
INDIVIDUALS FINANCE
PROJECT FINANCE
JOINTVENTURE
BARTER
REDEVL",text_reference_match,Real Estate Giants (24×7),False
163795,Borivali,Borivali East,,"✨ RD BROTHERS PROPERTIES LLP ✨
     Your Trusted Real Estate Partner

       🏡 Flat Available For Rent  🏡

 *• *Building  -Rustomjee Pinnacle*
 *• Configuration - 2.5 BHK*
 *• Carpet area - 850 SQFT*",text_reference_match,LAXMI PROPERTIES (Western),False
163807,,Andheri East,,"Available space for rent 
Location : Marol
Carpet :2200+2200
Rent:6 lakh
Deposit :6 month rent
Iddal showroom, marbal show room, Bank, service center, cafe, Hotels, Resturant etc


Available space for",text_reference_match,Mumbai real estate group1,False
163820,Goregaon,Juhu,Building Structure: 2-Storey Building,"*🏠 1 BHK AVAILABLE FOR RENT 🏠* 
📍 Location: Bhoomi Samarth, Near Nesco, Goregaon (East) 
🛋️ Condition : fully furnished 
*Higher floor*
*Aarey Colony View*
🔑 Possession: Immediate 
💰 Rent: ₹ 47k Negot",text_reference_match,Bandra Broker Group,False
163826,,Lower Parel,,"*Darshan rico bldg*
Near raheja imperia 
Lower parel
 
2bhk  FLAT FOR SALE 

850 carpet 

5.5 CR NEGO
 
*Building with amenities 
Fully furnished 1car 
Near Jain derasar

*1bhk 600 Carpet semi furnish",text_reference_match,Ananta Realty,False
163831,,Khar West,,"👉*Wanted on Lease*👈

-Spacious 2bhk 
-Bandra - Santacruz West 
-Semi furnished ( only kitchen cabinets, wardrobes and acs ) 
-1 car park 
-Building Shifting, Hindu Family 
-Possession : 20th July 
-Pi",text_reference_match,Only bandra Khar santaruz,False
163834,Borivali,Borivali West,Est8 Lab,"*Required 3BHK, 2.5BHK flat on sale*
📍 Location: Borivali West
✅ Preferred areas: Devidas lane, mandapeshwar road
❌ Not Preferred: Arcade crown
➡️ Budget: As Per Market
➡️ Possession: Ready to Move
🚗",text_reference_match,LAXMI PROPERTIES (Western),False
163895,,Sion,*Keys available with me,"🏠_*2BHK Semi-Furnished Flat for Rent in Satya Shankar Residency, besides Neelkanth Greens.*_

➡️ 🚘 *1 Covered Car Parking*

➡️ *Immediate Possession*

➡️ *Rent: 30k*

🗝️ *Keys available with me*

Cont",text_reference_match,KING'S OF REALTY THANE (3),False
163920,,Seawoods,,"_📌Available Shop For Rent Sector- 42A, Seawoods_

_▪️Carpet Area: *300sqft. Apx*_
_▪️ Attached Toilet 🚽_
_▪️Rent-  *40,000/-  Slightly Negotiable*_
_▪️Deposit- *4 Months*_


_📌Available Shop For Rent",text_reference_match,Shree Ganesh Real Estate  नवी मुंबई गुप,False
163923,,Sion,,"💫 URGENT REQUIREMENT for 2bhk semi ya furnished 

Only ghansoli  high rise Tower 
Hindu family 

Budget 70k  to 85k
Genuine Clint 
Possession 15th to 5th August 

Call ya msg me direct inventory only",text_reference_match,Shree Ganesh Real Estate  नवी मुंबई गुप,False
163947,Malad,Malad East,,"✨*RD BROTHERS PROPERTIES LLP*✨

  PROPERTY AVAILABLE FOR *Rent* in Malad East 

🏠 *Configuration* :- 2 BHK
📐 *Carpet Area* :- 800 sqft
💰 *Rent* :- 60K
🚗 *Parking* :- No
🏗️ *Possession* :- 1st July

*F",text_reference_match,LAXMI PROPERTIES (Western),False
163948,Khar West,Bandra West,,"Available 3bhk apt for sale at khar west
Sagar apt
Union park khar west
1300 sq.ft carpet area
1 car park
Semi furnished
Clear title
Sale price 6.75 cr nego

Dm for more details
M K Properties
Manoj
9",text_reference_match,Bandra Broker Group,False
163957,Malad,Malad East,,"✨*RD BROTHERS PROPERTIES LLP*✨

  PROPERTY AVAILABLE FOR *SALE IN TOWER 28 MALAD EAST*

🏠 *Configuration* :- 2 BHK
📐 *Carpet Area* :- 634
💰 *Price* :- 1.75 Cr+++
🚗 *Parking* :- 1
🏗️ *Possession* :- Re",text_reference_match,LAXMI PROPERTIES (Western),False
163988,Malad,Malad West,,"1.Libarty Garden 2.5BHK -670sqft. with parking
Negotiable 
 @2.10cr.
------------------
2.Libarty Garden 3BHK - 770sqft.with parking, 2 Master Bedroom
Negotiable 
 @2.70cr.
all so on Rent 70k,
2.5l.di",text_reference_match,LAXMI PROPERTIES (Western),False
164071,Colaba,Sion,available for,"*Colaba Mumbai*

Company take over 
4000 sq ft
Two floor
Total 8000
Sq ft carpet 
Fully furnished 
Office 
available for 
Company take over 
With no liability 
Company 
Title clear ready 
Possession",text_reference_match,MUMBAI GROUP 1,False
164106,,Sion,Premium Tower with Excellent Connectivity,"🏡 1 BHK AVAILABLE FOR RENT 🏡

📍 Applaud 38

✨ Property Highlights:
🛏️ Spacious 1 BHK
🏠 Unfurnished
✅ Ready to Move In
🌟 Premium Tower with Excellent Connectivity

💰 Rent: ₹50,000/month
🔐 Deposit: ₹1,5",text_reference_match,LAXMI PROPERTIES (Western),False
164139,,Ghansoli,,"🏢 Flats for Sale – Ghansoli

1️⃣ 2BHK Un-Furnished – ₹2.60Cr (Nego) (Lower Floor, Satyam Imperial Height – Sec 11)
2️⃣ 3BHK Fully Furnished – ₹4.50Cr (Nego) (Middle Floor, Satyam Imperial Height – Sec",text_reference_match,Shree Ganesh Real Estate  नवी मुंबई गुप,False
164194,Vile Parle,Vile Parle West,Location Advantages: Close to Vile Parle Railway Station,"🏡✨ Brand-New 2 BHK for Rent – Vile Parle East ✨🏡

📍 Prime Location – Vile Parle East

🏠 Brand-New, Untouched 2 BHK Apartment
📐 650 Sq. Ft. Carpet Area
🏢 2nd Floor
🛋️ Unfurnished (Brand-New Modular Kit",text_reference_match,LAXMI PROPERTIES (Western),False
164212,Vile Parle,Andheri West,,"🏡 Fully Furnished 2 BHK for Rent – Irla Bridge, S.V. Road, Vile Parle West

📍 Location: S.V. Road, Irla Bridge, Vile Parle West
🏢 3rd Floor | Lift Available
📐 Carpet Area: 675 Sq. Ft.

✨ Property High",text_reference_match,LAXMI PROPERTIES (Western),False
164240,Juhu,Sion,,"🏡✨ Luxury 3 BHK Flat with Balcony for Rent – Juhu Gulmohar Cross Road ✨🏡

📍 Prime Location: Juhu Gulmohar Cross Road
🎓 Just 5 Minutes from NMIMS College & Mukesh Patel College
👨‍👩‍👧‍👦 Family & Student",text_reference_match,Juhu mangesh salian,False
164264,,Vashi,Arihant Aura,"🏢 PREMIUM COMMERCIAL PROPERTIES AVAILABLE | NAVI MUMBAI 🏢

📍 CBD Belapur –
 Mayuresh Chambers
✅ Fully Furnished Office
📐 1,693 Sq.Ft.
💰 Rent: ₹1.70 Lakh/Month
🔒 Deposit: 6 Months
━━━━━━━━━━━━━━
📍 Maha",text_reference_match,Shree Ganesh Real Estate  नवी मुंबई गुप,False
